iter	Passed	Remaining
338	757	1477
339	760	1475
340	762	1474
341	765	1471
342	767	1469
343	769	1467
344	772	1466
345	774	1464
346	777	1462
347	779	1459
348	781	1458
349	784	1456
350	787	1455
351	789	1453
352	791	1451
353	793	1448
354	796	1447
355	798	1444
356	801	1443
357	803	1441
358	806	1440
359	808	1437
360	811	1435
361	813	1433
362	815	1431
363	818	1429
364	820	1427
365	823	1425
366	825	1423
367	827	1421
368	829	1418
369	831	1416
370	834	1414
371	836	1412
372	838	1410
373	841	1408
374	843	1405
375	845	1403
376	847	1401
377	850	1399
378	852	1397
379	855	1395
380	858	1395
381	861	1393
382	864	1392
383	866	1389
384	868	1387
385	870	1385
386	872	1382
387	875	1380
388	876	1377
389	879	1375
390	881	1373
391	883	1370
392	885	1368
393	888	1365
394	889	1363
395	892	1361
396	894	1358
397	896	1356
398	898	1353
399	901	1351
400	903	1349
401	905	1346
402	907	1344
403	909	1342
404	911	1339
405	913	1337
406	915	1334
407	918	1332
408	920	1329
409	922	1327
410	924	1325
411	927	1323
412	929	1320
413	931	1318
414	933	1316
415	936	1314
416	938	1312
417	940	1310
418	942	1307
419	944	1304
420	947	1302
421	948	1299
422	951	1297
423	953	1295
424	955	1292
425	957	1290
426	960	1288
427	962	1286
428	964	1284
429	966	1281
430	968	1279
431	970	1276
432	972	1273
433	975	1271
434	977	1269
435	979	1266
436	981	1264
437	983	1261
438	985	1259
439	987	1256
440	989	1254
441	991	1252
442	993	1249
443	996	1247
444	998	1245
445	1000	1242
446	1002	1240
447	1004	1237
448	1006	1235
449	1008	1233
450	1010	1230
451	1012	1228
452	1015	1225
453	1017	1223
454	1019	1221
455	1021	1218
456	1023	1216
457	1025	1214
458	1028	1211
459	1030	1209
460	1032	1207
461	1034	1205
462	1037	1203
463	1039	1200
464	1041	1198
465	1043	1195
466	1045	1193
467	1047	1190
468	1049	1188
469	1051	1186
470	1054	1183
471	1056	1181
472	1058	1179
473	1060	1177
474	1062	1174
475	1064	1172
476	1067	1170
477	1069	1167
478	1071	1165
479	1073	1163
480	1075	1160
481	1077	1158
482	1079	1155
483	1081	1153
484	1083	1150
485	1086	1148
486	1088	1146
487	1090	1143
488	1092	1141
489	1094	1139
490	1096	1136
491	1098	1134
492	1100	1132
493	1102	1129
494	1104	1127
495	1106	1124
496	1108	1122
497	1111	1120
498	1113	1118
499	1115	1115
500	1117	1113
501	1120	1111
502	1122	1108
503	1123	1106
504	1126	1103
505	1128	1101
506	1130	1099
507	1132	1097
508	1135	1095
509	1137	1092
510	1139	1090
511	1141	1087
512	1143	1085
513	1145	1082
514	1147	1080
515	1149	1078
516	1151	1075
517	1154	1073
518	1156	1071
519	1158	1069
520	1160	1067
521	1162	1064
522	1164	1062
523	1166	1060
524	1168	1057
525	1171	1055
526	1173	1053
527	1175	1051
528	1177	1048
529	1180	1046
530	1181	1043
531	1184	1041
532	1186	1039
533	1188	1037
534	1190	1034
535	1192	1032
536	1194	1030
537	1197	1027
538	1199	1025
539	1201	1023
540	1203	1021
541	1205	1018
542	1208	1016
543	1210	1014
544	1212	1012
545	1214	1009
546	1216	1007
547	1218	1005
548	1220	1002
549	1222	1000
550	1224	997
551	1226	995
552	1228	992
553	1230	990
554	1232	988
555	1234	985
556	1236	983
557	1238	981
558	1240	978
559	1242	976
560	1244	973
561	1246	971
562	1248	969
563	1250	966
564	1252	964
565	1254	962
566	1256	959
567	1258	957
568	1261	955
569	1263	952
570	1265	950
571	1267	948
572	1269	946
573	1271	943
574	1273	941
575	1275	938
576	1277	936
577	1279	933
578	1281	931
579	1283	929
580	1285	926
581	1287	924
582	1289	922
583	1291	919
584	1293	917
585	1295	915
586	1297	912
587	1299	910
588	1300	907
589	1302	905
590	1304	902
591	1306	900
592	1309	898
593	1311	896
594	1313	893
595	1314	891
596	1316	888
597	1318	886
598	1320	884
599	1322	881
600	1324	879
601	1326	877
602	1328	874
603	1330	872
604	1332	870
605	1334	867
606	1336	865
607	1338	863
608	1340	860
609	1342	858
610	1344	855
611	1346	853
612	1348	851
613	1350	848
614	1352	846
615	1354	844
616	1356	841
617	1358	839
618	1360	837
619	1362	834
620	1364	832
621	1365	830
622	1368	827
623	1369	825
624	1371	823
625	1373	820
626	1375	818
627	1377	815
628	1379	813
629	1381	811
630	1383	808
631	1385	806
632	1387	804
633	1389	802
634	1391	799
635	1393	797
636	1395	795
637	1397	792
638	1398	790
639	1400	787
640	1402	785
641	1404	783
642	1406	780
643	1408	778
644	1410	776
645	1411	773
646	1413	771
647	1415	769
648	1417	766
649	1419	764
650	1421	762
651	1423	759
652	1425	757
653	1427	755
654	1429	752
655	1431	750
656	1433	748
657	1435	745
658	1437	743
659	1438	741
660	1440	738
661	1442	736
662	1445	734
663	1447	732
664	1449	730
665	1451	727
666	1453	725
667	1455	723
668	1457	720
669	1459	718
670	1461	716
671	1463	714
672	1465	712
673	1467	709
674	1469	707
675	1471	705
676	1473	703
677	1475	700
678	1477	698
679	1479	696
680	1481	693
681	1483	691
682	1485	689
683	1487	687
684	1489	684
685	1491	682
686	1492	680
687	1494	677
688	1496	675
689	1498	673
690	1500	671
691	1503	668
692	1505	666
693	1507	664
694	1509	662
695	1511	660
696	1513	657
697	1515	655
698	1517	653
699	1519	651
700	1521	648
701	1523	646
702	1525	644
703	1527	642
704	1528	639
705	1530	637
706	1532	635
707	1534	632
708	1536	630
709	1538	628
710	1540	626
711	1542	623
712	1544	621
713	1546	619
714	1548	617
715	1550	615
716	1552	612
717	1554	610
718	1556	608
719	1557	605
720	1559	603
721	1562	601
722	1564	599
723	1566	596
724	1567	594
725	1569	592
726	1571	590
727	1573	588
728	1575	585
729	1577	583
730	1579	581
731	1581	579
732	1583	576
733	1585	574
734	1587	572
735	1589	570
736	1591	567
737	1593	565
738	1595	563
739	1597	561
740	1599	559
741	1601	556
742	1603	554
743	1605	552
744	1607	550
745	1609	547
746	1610	545
747	1612	543
748	1614	541
749	1616	538
750	1618	536
751	1620	534
752	1622	532
753	1624	530
754	1626	527
755	1628	525
756	1630	523
757	1632	521
758	1634	519
759	1636	516
760	1638	514
761	1640	512
762	1642	510
763	1644	507
764	1646	505
765	1648	503
766	1649	501
767	1651	498
768	1653	496
769	1655	494
770	1657	492
771	1660	490
772	1662	488
773	1663	485
774	1665	483
775	1667	481
776	1669	479
777	1671	477
778	1673	474
779	1675	472
780	1677	470
781	1679	468
782	1681	465
783	1683	463
784	1685	461
785	1687	459
786	1689	457
787	1691	454
788	1693	452
789	1695	450
790	1697	448
791	1699	446
792	1701	444
793	1703	441
794	1705	439
795	1706	437
796	1708	435
797	1710	433
798	1712	430
799	1714	428
800	1716	426
801	1718	424
802	1720	422
803	1722	419
804	1724	417
805	1726	415
806	1728	413
807	1730	411
808	1732	408
809	1733	406
810	1735	404
811	1737	402
812	1739	400
813	1741	398
814	1743	395
815	1745	393
816	1747	391
817	1749	389
818	1751	387
819	1753	384
820	1755	382
821	1758	380
822	1759	378
823	1761	376
824	1763	374
825	1765	371
826	1767	369
827	1769	367
828	1771	365
829	1773	363
830	1775	361
831	1777	358
832	1779	356
833	1781	354
834	1783	352
835	1785	350
836	1787	348
837	1789	345
838	1791	343
839	1792	341
840	1794	339
841	1796	337
842	1799	335
843	1800	332
844	1803	330
845	1804	328
846	1806	326
847	1808	324
848	1810	321
849	1812	319
850	1814	317
851	1816	315
852	1818	313
853	1820	311
854	1822	309
855	1824	306
856	1826	304
857	1828	302
858	1830	300
859	1831	298
860	1833	296
861	1836	293
862	1838	291
863	1840	289
864	1841	287
865	1843	285
866	1845	283
867	1847	280
868	1849	278
869	1851	276
870	1853	274
871	1855	272
872	1857	270
873	1859	268
874	1861	265
875	1863	263
876	1865	261
877	1867	259
878	1869	257
879	1870	255
880	1873	253
881	1875	250
882	1877	248
883	1879	246
884	1881	244
885	1883	242
886	1884	240
887	1886	237
888	1888	235
889	1890	233
890	1892	231
891	1894	229
892	1896	227
893	1898	225
894	1900	222
895	1902	220
896	1904	218
897	1905	216
898	1907	214
899	1909	212
900	1911	210
901	1914	207
902	1916	205
903	1918	203
904	1920	201
905	1922	199
906	1924	197
907	1926	195
908	1928	193
909	1929	190
910	1931	188
911	1933	186
912	1935	184
913	1938	182
914	1940	180
915	1942	178
916	1944	175
917	1946	173
918	1947	171
919	1949	169
920	1951	167
921	1953	165
922	1955	163
923	1957	161
924	1959	158
925	1961	156
926	1963	154
927	1965	152
928	1967	150
929	1969	148
930	1971	146
931	1973	143
932	1975	141
933	1977	139
934	1979	137
935	1981	135
936	1983	133
937	1984	131
938	1986	129
939	1988	126
940	1990	124
941	1992	122
942	1994	120
943	1996	118
944	1998	116
945	2000	114
946	2002	112
947	2003	109
948	2005	107
949	2007	105
950	2009	103
951	2011	101
952	2013	99
953	2015	97
954	2017	95
955	2019	92
956	2021	90
957	2023	88
958	2025	86
959	2027	84
960	2029	82
961	2031	80
962	2033	78
963	2035	76
964	2037	73
965	2039	71
966	2041	69
967	2043	67
968	2045	65
969	2048	63
970	2050	61
971	2052	59
972	2053	56
973	2055	54
974	2058	52
975	2060	50
976	2062	48
977	2064	46
978	2066	44
979	2068	42
980	2071	40
981	2073	38
982	2075	35
983	2077	33
984	2079	31
985	2081	29
986	2082	27
987	2084	25
988	2086	23
989	2089	21
990	2091	18
991	2093	16
992	2095	14
993	2097	12
994	2098	10
995	2100	8
996	2102	6
997	2104	4
998	2106	2
999	2108	0
