date,time,title,content,ticker,source
Thứ,"bảy, 14/9/2024, 17:00 (GMT+7)",VCB Digibank thêm tính năng chuyển tiền ủng hộ đồng bào bão lụt,"Từ ngày 6/9, cơn bão số 3 và mưa lũ đã gây thiệt hại nghiêm trọng về người và tài sản. Điều này ảnh hưởng lớn đến đời sống và hoạt động sản xuất kinh doanh của nhân dân trên nhiều tỉnh, thành miền Bắc như Quảng Ninh, Hải Phòng, Hải Dương, Hà Nội, Hòa Bình, Bắc Giang, Cao Bằng, Yên Bái, Lai Châu, Sơn La. Để góp phần giúp đồng bào bị ảnh hưởng bởi bão lũ giảm bớt khó khăn, Vietcombank phối hợp với các tổ chức, đơn vị, quỹ tại Trung ương và địa phương (Mặt trận tổ quốc, Hội chữ thập đỏ, Quỹ hỗ trợ) để mở tài khoản và đưa thông tin lên ngân hàng số VCB Digibank. Điều này giúp người dân mọi miền có thể chuyển tiền ủng hộ 24/7 chỉ qua vài thao tác. Để chuyển tiền, người dùng thao tác như sau: Đăng nhập VCB Digibank, chọn tính năng ""Chuyển tiền từ thiện"" hoặc gõ từ khóa ""Chuyển tiền từ thiện"" trong ô tìm kiếm. Sau đó lựa chọn ""Quỹ hoặc Tổ chức từ thiện"" muốn ủng hộ, xác thực và hoàn thành giao dịch. Không chỉ cập nhật tính năng ""Chuyển tiền từ thiện"" trên VCB Digibank, nhà băng dự kiến bổ sung danh sách các tổ chức, đơn vị, quỹ vào danh mục đổi điểm trong VCB Rewards để khách hàng có thể đổi điểm tích lũy của chương trình khách hàng thân thiết thành tiền ủng hộ. Ngân hàng dự kiến triển khai tính năng ""Chuyển tiền từ thiện"" trên VCB DigiBiz (ngân hàng số dành cho doanh nghiệp SME). Thông qua việc mở thêm các kênh ủng hộ nhanh chóng thuận lợi như trên, nhà băng mong muốn có thêm đóng góp giúp người dân các vùng bị ảnh hưởng giảm bớt khó khăn. Điều này nhằm từng bước khắc phục thiệt hại do bão lũ gây ra và sớm ổn định lại cuộc sống. Đại diện ngân hàng cho biết thêm, tiền ủng hộ của khách hàng được Vietcombank chuyển trực tiếp vào tài khoản của các tổ chức, đơn vị, quỹ. Ngân hàng không tiếp nhận các khoản hỗ trợ và không tham gia quản lý, phân bổ, sử dụng các khoản hỗ trợ. Ngoài ra, để sử dụng tính năng trên, người dùng cần cập nhật ứng dụng VCB Digibank lên phiên bản mới nhất (5.9.1).",VCB,vnexpress:https://vnexpress.net/vcb-digibank-them-tinh-nang-chuyen-tien-ung-ho-dong-bao-bao-lut-4792948.html
Thứ,"bảy, 3/2/2024, 16:10 (GMT+7)",VCB Digibank ưu đãi nhiều tiện ích,"Khách hàng lần đầu đặt vé xem phim trên ứng dụng và nhập mã VNPAY40 sẽ được giảm 40%, tối đa tới 40.000 đồng; mỗi khách hàng được ưu đãi một lần. Ứng dụng còn một số mã khác, áp dụng vào hàng tuần như VNPAY20 (giảm 40% giá vé, tối đa 20.000 đồng); VNPAYPHIM (giảm 40.000 đồng khi đặt vé xem phim từ 200.000 đồng). Chương trình kéo dài từ nay đến ngày 31/3. Người dùng tiếp tục hưởng ưu đãi đồng giá 79.000 đồng khi mua vé 2D rạp Lotte trên VCB Digibank tất cả ngày trong tuần. Mức giá không áp dụng cho ghế đôi và phim 2D chiếu ở các phòng chiếu đặc biệt như Cinecomfort, phòng Super Flex, phòng Charlotte. Từ nay đến ngày 29/2, khách đặt vé xe khách trên VCB Digibank được giảm 50% tối đa 60.000 đồng trong lần đặt đầu tiên; giảm 50% tối đa 40.000 đồng cho tất cả giao dịch đặt vé. Khách lần đầu gọi taxi qua VCB Digibank có thể nhập mã ""CHAOXUAN2024"" để được giảm 50%, tối đa 50.000 đồng (ba lần sử dụng). Sau khi hoàn thành ba chuyến taxi trong vòng 30 ngày kể từ khi phát sinh giao dịch thành công đầu tiên, người dùng tiếp tục được tặng mã ""VUIXUAN"", giảm 50% tối đa 50.000 đồng (hai lần sử dụng). Người dùng cũng có thể chọn mã ""LIXI"" để được giảm 20%, tối đa 40.000 đồng (năm lần sử dụng). Ưu đãi kéo dài từ nay đến 29/2. Ngoài ra, từ nay đến ngày 15/4, khách hàng đăng ký thành công tài khoản VNPAY, liên kết tài khoản Vietcombank với ví và thanh toán sẽ nhận gói quà lên tới một triệu đồng. Combo quà gồm: VNPAY taxi, mua sắm VnShop, thanh toán VNPAY-QR, đặt vé tàu, xe, máy bay, phòng khách sạn, đặt vé xem phim, nạp tiền điện thoại... Song song, ngân hàng triển khai loạt khuyến mại cho khách hàng chi tiêu thẻ Vietcombank.",VCB,vnexpress:https://vnexpress.net/vcb-digibank-uu-dai-nhieu-tien-ich-4708387.html
Thứ,"hai, 18/9/2023, 11:00 (GMT+7)",VCB Digibank ra mắt phiên bản 5.6.0,"Có bốn tính năng được cải thiện trong phiên bản mới của VCB Digibank gồm: Liên kết hoặc hủy liên kết tài khoản Vietcombank với tài khoản giao dịch chứng chỉ quỹ; giao dịch chứng chủ quỹ; liên kết hoặc hủy liên kết tài khoản Vietcombank với tài khoản chứng khoán và quản lý danh mục đầu tư. Trong đó, liên kết hoặc hủy liên kết tài khoản Vietcombank với tài khoản giao dịch chứng chỉ quỹ cho phép khách hàng sở hữu hoặc huỷ sở hữu với tài khoản chứng chỉ quỹ. Với tính năng giao dịch chứng chỉ quỹ, người dùng có thể khởi tạo đặt lệnh mua, bán chứng chỉ quỹ trên VCB Digibank. Khách hàng có thể đặt lệnh mua hoặc bán thông thường. Tính năng kết nối với tài khoản giao dịch chứng khoán giúp người dùng tạo tài khoản giao dịch nhanh chóng tại Vietcombank. Cuối cùng, dịch vụ quản lý danh mục cho phép khách hàng tra cứu thông tin tài khoản giao dịch chứng khoán và tài khoản giao dịch chứng chỉ quỹ trên VCB Digibank. Để cập nhật phiên bản mới của ứng dụng VCB Digibank, độc giả dùng hệ điều hành Android truy cậptại đây. Khách hàng dùng hệ điều hành iOS, truy cậptại đây.",VCB,vnexpress:https://vnexpress.net/vcb-digibank-ra-mat-phien-ban-5-6-0-4655530.html
Thứ,"tư, 16/8/2023, 08:00 (GMT+7)",Ứng dụng VCB Digibank ra mắt phiên bản mới,"Cụ thể, khách hàng có thể rút tiền mặt liên ngân hàng bằng mã QR tại ATM của Vietcombank và ATM của các ngân hàng khác thông qua ứng dụng VCB Digibank, không cần sử dụng thẻ vật lý. Ngoài ra, đăng ký giải ngân vay vốn cũng là tính năng mới được áp dụng trên phiên bản 5.5.9 của ngân hàng số. Khách hàng có thể đăngký giải ngân trên VCB Digibank vào thời điểm phù hợp với nhu cầu và thời gian theo quy định của hợp đồng tín dụng. Khách thực hiện đăng ký giải ngân vốn bằng những thao tác: đăng nhập VCB Digibank; chọn Tiện ích rồi Đăng ký giải ngân; lựa chọn hợp đồng cho vay có sẵn hoặc nhập số hợp đồng theo hướng dẫn của cán bộ cho vay; kiểm tra và xác thực thông tin; nhận thông báo kết quả giải ngân. Bên cạnh đó, nhà băng cũng áp dụng một số cải tiến về tính năng, dịch vụ như tiết kiệm với sản phẩm tích lũy trên VCB Digibank bổ sung kỳ hạn gốc 6 tháng và 9 tháng. Đồng thời, số tiền gửi gốc giảm từ 10 triệu đồng xuống 3 triệu đồng. Khách hàng cũng có thể thực hiện đóng nickname tài khoản vĩnh viễn trên VCB Digibank. Phiên bản mới của ngân hàng số bổ sung tính năng Ngừng SMS chủ động trong cụm chức năng Quản lý nhận thông báo trên VCB Digibank. Để cập nhật phiên bản mới của ứng dụng VCB Digibank, độc giả dùng hệ điều hành Android truy cậptại đây. Khách hàng dùng hệ điều hành iOS, truy cậptại đây.",VCB,vnexpress:https://vnexpress.net/ung-dung-vcb-digibank-ra-mat-phien-ban-moi-4645665.html
Thứ,"năm, 9/1/2025, 08:00 (GMT+7)",Cơ hội trúng VinFast VF 3 trên ứng dụng VCB Digibank,"Trong chương trình ưu đãi lần này, mỗi giao dịch gọi xe thành công qua tính năng VNPAY Taxi của ứng dụng VCB Digibank, người dùng sẽ nhận mã dự thưởng tham gia quay số may mắn, cơ hội trúng thưởng sẽ cao hơn khi người dùng có nhiều giao dịch. Cụ thể, chương trình áp dụng cho người dùng gọi taxi hoặc bike ngay trên ứng dụng VCB Digibank của Vietcombank, thanh toán VNPAY Taxi. Tính năng này kết nối với hơn 200 hãng taxi trên toàn quốc, từ hãng truyền thống như Mai Linh, G7, Sun Taxi... cho đến các hãng công nghệ như Be, Xanh SM. Giải cao nhất trong chương trình này là 3 chiếc VinFast VF 3 (không kèm pin), trị giá 240 triệu đồng một chiếc. Trong ba tháng diễn ra chương trình, mỗi tháng công ty Cổ phần Giải pháp Thanh toán Việt Nam (VNPAY) và Ngân hàng TMCP Ngoại thương Việt Nam (Vietcombank) sẽ tổ chức quay số bằng phần mềm ngẫu nhiên để tìm người trúng giải. Ngoài ra, VNPAY Taxi cũng mang đến ưu đãi giảm 50% giá cước (tối đa 50.000 đồng) cho người dùng lần đầu sử dụng dịch vụ. Các khách hàng sau đó cũng được giảm thêm 10% giá cước (tối đa 10.000 đồng) cho mỗi chuyến đi. ""Dịp gần Tết giao thông đông đúc, tôi thường di chuyển bằng taxi, VCB Digibank giúp tôi đặt xe nhanh chóng với mức chi phí hợp lý. Việc thanh toán cũng được xử lý ngay trên ứng dụng nên tôi rất an tâm"", chị Thu Hà (26 tuổi, Hà Nội) chia sẻ. Ngoài tính năng VNPAY Taxi, ứng dụng VCB Digibank mang đến đa dạng dịch vụ cho người dùng, từ mua sắm online đến đặt vé máy bay, tàu xe, vé xem phim... nhằm đáp ứng nhu cầu cho nhiều người dùng trên một nền tảng duy nhất.",VCB,vnexpress:https://vnexpress.net/co-hoi-trung-vinfast-vf-3-tren-ung-dung-vcb-digibank-4836797.html
Thứ,"tư, 21/6/2023, 17:30 (GMT+7)",Vietcombank ra mắt thẻ ghi nợ quốc tế VCB DigiCard,"Ngân hàng TMCP Ngoại thương Việt Nam (Vietcombank) ra mắt thẻ ghi nợ quốc tế phi vật lý VCB DigiCard ngày 21/6. Đây là thẻ ghi nợ quốc tế mang thương hiệu Visa với định dạng số. Khách hàng có thể đăng ký thẻ VCB DigiCard trên VCB Digibank ứng dụng mobile hoặc trên web (đối với khách hàng đã có tài khoản và sử dụng ứng dụng VCB Digibank), hoặc được mặc định mở thẻ khi đăng ký sử dụng dịch vụ của Vietcombank thông qua giải pháp định danh trực tuyến EKYC hoặc tại các điểm giao dịch của ngân hàng. Thẻ có thể sử dụng ngay sau khi đăng ký phát hành thành công trên ứng dụng VCB Digibank mà không cần phải chờ nhận thẻ cứng. Thẻ VCB DigiCard chứa các thông tin như tên chủ thẻ, số thẻ... cùng các tính năng của một chiếc thẻ vật lý thông thường như rút tiền mặt, thanh toán online... Với sự phổ biến của các ứng dụng wallet nổi tiếng và thịnh hành trên thế giới như Google Pay, Samsung Pay, thẻ hỗ trợ khách hàng chi tiêu thuận tiện tại các điểm chấp nhận thẻ không tiếp xúc (contactless). Chỉ với chiếc điện thoại di động, khách hàng có thể liên kết thẻ VCB DigiCard với Google Pay và mua sắm khắp nơi trên thế giới mà không cần mang theo thẻ hay tiền mặt. Theo đại diện ngân hàng, với định dạng số, khi sử dụng thẻ, khách hàng hạn chế được rủi ro lộ thông tin thẻ cũng như nỗi lo thẻ bị hỏng hay mất thẻ, quên thẻ. Bên cạnh đó, việc có thể sử dụng ngay sau khi đăng ký mở thẻ thành công cũng mang lại nhiều trải nghiệm cho khách hàng. Thẻ VCB DigiCard có tính năng hoàn tiền nổi bật với mức hoàn tiền 5% (tới 300.000 đồng một tháng) cho các giao dịch mua vé xem phim, nghe nhạc tại Apple music, Spotify, Youtube premium, Netflix hay các dịch vụ di chuyển, đặt đồ ăn trực tuyến tại Grab, Baemin, Foody, Starbuck, KFC... Mức hoàn tiền 0,2% không giới hạn đối với các chi tiêu thuộc lĩnh vực khác. Nhân dịp ra mắt thẻ ghi nợ VCB DigiCard, Vietcombank triển khai nhiều chương trình khuyến mãi, tìm hiểutại đây. Hướng dẫn phát hành thẻ VCB DigiCard,tại đây. Với lịch sử 60 năm xây dựng và trưởng thành, Vietcombank là một trong những trụ cột của nền kinh tế. Ngân hàng được các tổ chức trong nước và quốc tế trao nhiều giải thưởng như: ""Ngân hàng có mạng lưới đơn vị chấp nhận thẻ hiệu quả nhất"" (IDG & VNBA bình chọn); ""Ngân hàng cung cấp sản phẩm thẻ tín dụng tốt nhất Việt Nam"" (tạp chí The Asian Banker trao tặng); ""Ngân hàng dẫn đầu về doanh số thanh toán thẻ, sử dụng thẻ"", ""Ngân hàng đột phá trong hoạt động phát triển dịch vụ chấp nhận thẻ"", ""Ngân hàng có thành tích xuất sắc nhất trong hoạt động thẻ và có nhiều đóng góp cho sự phát triển của thị trường thẻ Việt Nam"" (Hiệp hội thẻ Ngân hàng Việt Nam trao tặng). Cuối tháng 10/2022, Vietcombank đón cùng lúc 9 giải thưởng trong khuôn khổ Visa Awards 2022 dành cho các mặt hoạt động thẻ xuất sắc. Trong khuôn khổ diễn đàn Ngân hàng bán lẻ năm 2023, ngân hàng cũng nhận 3 giải thưởng, gồm: Ngân hàng bán lẻ tiêu biểu, Ngân hàng chuyển đổi số tiêu biểu, Ngân hàng đồng hành cùng doanh nghiệp nhỏ và vừa.",VCB,vnexpress:https://vnexpress.net/vietcombank-ra-mat-the-ghi-no-quoc-te-vcb-digicard-4620066.html
Thứ,"ba, 20/6/2023, 17:25 (GMT+7)",VCB DigiBiz bổ sung tính năng,"Theo đó, khách hàng có thể thực hiện tạo mã QR phục vụ mục đích chuyển tiền theo chuẩn VietQR của Napas. Người dùng vào ứng dụng VCB DigiBiz, lựa chọn mục tiện ích và chọn tạo mã QR. Khách hàng còn có thể tra cứu báo cáo liên quan đến dịch vụ thanh toán thẻ ngay trên VCB DigiBiz, bao gồm báo cáo thông tin đơn vị chấp nhận thanh toán và báo cáo chi tiết giao dịch báo có. Tính năng cuối cùng được cập nhật giai đoạn này là bổ sung chức năng in ủy nhiệm chi và phiếu hạch toán cho các giao dịch chuyển tiền đơn đã thực hiện thành công trên VCB DigiBiz. VCB DigiBiz là kênh ngân hàng số của Vietcombank dành cho nhóm doanh nghiệp SME (vừa và nhỏ), giúp giao dịch mọi lúc, mọi nơi thông qua ứng dụng hoặc website Vietcombank. Khách hàng chỉ cần sử dụng một tên truy cập, một mật khẩu để sử dụng dịch vụ trên các nền tảng đa dạng với hạn mức giao dịch thống nhất. Giao diện thiết kế hiện đại, mang tới những trải nghiệm đơn giản, mới lạ. Dựa trên nghiên cứu về nhu cầu của doanh nghiệp SME, hệ thống phân quyền lập và duyệt lệnh khá đơn giản, linh hoạt với hai mô hình. Mô hình một cấp (vừa lập, vừa duyệt lệnh) và mô hình hai cấp (một cấp lập và một cấp duyệt). Ngay sau khi đăng ký dịch và kích hoạt dịch vụ thành công, khách hàng có thể tạo thêm các mã lập lệnh và mã duyệt lệnh, phân quyền cho các cá nhân trong doanh nghiệp sử dụng. Số mã lập - duyệt lệnh tối đa lên tới 10 mã cho mỗi loại. VCB DigiBiz sử dụng hai phương thức xác thực là Smart OTP (xác thực thông qua ứng dụng trên điện thoại, tích hợp ngay trên ứng dụng VCB DigiBiz) và Hard Token (thiết bị vật lý), mang tới sự tiện lợi và đảm bảo an toàn. Để đăng ký dịch vụ, khách hàng có thể đến điểm giao dịch bất kỳ của Vietcombank trên toàn quốc. Nếu đang sử dụng dịch vụ ngân hàng trực tuyến dành cho doanh nghiệp (VCB-iB@nking), khách hàng có thể đăng ký chuyển đổi sang VCB DigiBiz qua online.",VCB,vnexpress:https://vnexpress.net/vcb-digibiz-bo-sung-tinh-nang-4619829.html
Thứ,"ba, 19/9/2023, 16:00 (GMT+7)",Đặt vé tàu trên VCB Digibank được giảm đến 75.000 đồng,"Khách hàng đặt vé tàu trên ứng dụng VCB Digibank sẽ được giảm tới 75.000. Cụ thể, khách hàng mới được giảm 30%, tối đa 50.000 khi đặt vé tàu trên ứng dụng. Ngoài ra, tất cả các khách hàng sử dụng tính năng này đều được giảm 25.000 đồng. Với ứng dụng VCB Digibank, khách hàng không cần phải đến ga vẫn có thể đặt vé bằng thao tác đơn giản để chủ động lựa chọn thời gian, hành trình, điểm đến, xuất phát, vị trí ghế ngồi phù hợp. Sau khi thanh toán, thông tin mã vé sẽ được gửi qua SMS và Email để khách hàng có thể dễ dàng theo dõi và quản lý. Để sử dụng dịch vụ, khách hàng mở ứng dụng VCB Digibank, chọn ""Đặt vé tàu"", sau đó chọn hành trình, chỗ ngồi, nhập thông tin hành khách và hoàn tất giao dịch. Chương trình có số lượng mã giảm giá giới hạn, áp dụng cho các khách hàng đặt vé sớm nhất. Mỗi khách hàng sẽ được hưởng ưu đãi một lần trong thời gian khuyến mại. Độc giả quan tâm đến chương trình ưu đãi có thể tham khảotại đây.",VCB,vnexpress:https://vnexpress.net/dat-ve-tau-tren-vcb-digibank-duoc-giam-den-75-000-dong-4655535.html
Thứ,"hai, 21/8/2023, 10:00 (GMT+7)",Mua bảo hiểm FWD trong một phút trên VCB Digibank,"Truy cập ngân hàng số VCB Digibank, khách hàng có thể tham gia hiểm nhân thọ FWD ngay trên thiết bị di động với cách thức đơn giản không cần nhập thông tin cá nhân, giấy tờ tùy thân và thanh toán hoàn toàn trực tiếp. Khi tham gia bảo hiểm trực tuyến ""FWD bộ 3 bảo vệ"" hoặc ""FWD Phụ nữ hiện đại"", người mua có cơ hội sở hữu bộ quà tặng gồm tai nghe chụp đầu HIFI XBASS-B07, túi cói FWD, pin sạc dự phòng REMAX từchương trình""Sớm bảo vệ, rinh quà công nghệ"". Ngoài ra, khách hàng may mắn tham gia chương trình ""Bảo vệ hôm nay - Xe SH cùng iPhone về tay"" có thể nhận ngay xe Honda SH mode, iPhone 14 Promax, đồng vàng PNJ... Để trải nghiệm dịch vụ mua bảo hiểm với quy trình số hóa nhanh chóng, độc giả cập nhật ngân hàng số VCB Digibank phiên bản 5.5.9.",VCB,vnexpress:https://vnexpress.net/mua-bao-hiem-fwd-trong-mot-phut-tren-vcb-digibank-4645359.html
Thứ,"ba, 20/6/2023, 17:26 (GMT+7)",Ưu đãi khi mua sắm trên ứng dụng VCB Digibank,"Nhân dịp ""tháng gia đình"", VCB Digibank mang đến nhiều ưu đãi cho khách hàng khi sử dụng tính năng mua sắm VnShop với nhiều mốc thời gian khác nhau. Cụ thể, từ 12-30/6, người dùng có thể sử dụng mã ""T6SALEMOINGAY10"" để được tặng 10% giá trị đơn hàng, tối đa 50.000 đồng. Từ 14-18/6, khách hàng được tặng hai mã ""T6SALE10"" tương đương 10% giá trị đơn hàng, tối đa 66.000 đồng và ""T6SALE166"" tương đương 166.000 đồng, áp dụng đơn hàng từ 1,5 triệu đồng. Từ 19-23/6, khách hàng sẽ được miễn phí vận chuyển tối đa 25.000 đồng cho đơn hàng từ 500.000 đồng. Từ 19-30/6, VCB Digibank tung mã ""T6SALE99"" tương đương 99.000 đồng, áp dụng đơn hàng từ 699.000 đồng. Từ 26-30/6, ứng dụng tặng thêm các mã ""T6SALE199"", quy đổi bằng 199.000 đồng, áp dụng đơn hàng từ 1,6 triệu và ""T6SALE599"" quy đổi 599.000 đồng, áp dụng đơn hàng từ 4, 9 triệu. Bên cạnh đó, từ 12-30/6, khi mua sắm trên VnShop, VCB Digibank còn áp dụng ưu đãi tặng 10% tối đa 100.000 đồng khi khách hàng nhập mã ""T6DEALSOC41"". Ngoài ra, ứng dụng còn có chương trình ""Siêu deal đồng giá từ x6K"" dành cho hàng loạt sản phẩm chính hãng, uy tín với mức giá hấp dẫn. Chi tiết chương trình ưu đãi xemtại đây Ngân hàng số VCB Digibank được Vietcombank phát triển từ các nền tảng online. VCB Digibank trang bị hàng hoạt công nghệ xác thực đăng nhập hiện đại như Face ID (nhận diện khuôn mặt), Touch ID (cảm biến vân tay) và công nghệ mới là Push Authentication, giúp khách hàng có thể kiểm soát từng lần đăng nhập trên trình duyệt web. Đặc biệt, VCB Digibank tích hợp sẵn phương thức xác thực giao dịch qua Smart OTP, thay thế việc gửi mã xác thực qua SMS truyền thống. Smart OTP có ưu điểm vượt trội với các lớp bảo vệ gia tăng, hạn mức giao dịch cao và thực hiện giao dịch xuyên biên giới. Với dịch vụ ngân hàng số mới này, người dùng sẽ được trải nghiệm mọi tiện ích tài chính hiện đại và nhanh chóng bao gồm: chuyển tiền 24/7, tiết kiệm online, thanh toán hóa đơn điện, nước, viễn thông, y tế, giáo dục, giao thông, thanh toán dịch vụ hành chính công, nạp tiền điện thoại, thanh toán QR Pay, đặt vé máy bay, đặt phòng khách sạn, mua sắm trực tuyến...",VCB,vnexpress:https://vnexpress.net/uu-dai-khi-mua-sam-tren-ung-dung-vcb-digibank-4619838.html
